GEOID,pop,white,income,rent,totaled,bachelors,masters,professional,doctorate
250250105001,1169,996,53580,2455,455,163,176,34,48
250251403002,1290,514,65990,1939,770,165,20,0,0
250251403003,2155,1752,-666666666,1142,1498,251,72,0,0
250251403005,1624,1248,-666666666,1402,1107,101,50,0,0
250251403006,984,694,66676,1411,707,185,21,10,0
250251804002,883,663,113906,1527,593,115,101,24,18
250250507003,1806,699,-666666666,1814,1330,513,27,45,10
250250903002,1411,817,27778,545,727,91,44,0,22
250250923003,1285,1046,85167,1430,862,134,56,0,9
250250923004,540,312,52656,1143,283,55,0,0,0
250250923001,866,653,67333,1821,613,55,0,7,0
250250923002,752,466,40536,1380,388,53,27,8,0
250251205002,918,539,101250,1893,731,299,127,36,49
250251205003,915,508,72303,1483,683,208,92,19,30
250251205001,1017,607,102708,1433,764,228,234,27,14
250251010016,1675,1446,76071,1244,1324,104,81,0,0
250251010015,868,698,76294,1517,514,37,85,0,0
250250914002,1183,847,63333,992,816,89,51,5,0
250250914001,2061,1181,36536,1008,1378,173,48,24,0
250251604002,1828,512,54167,1205,1271,44,61,18,0
250251602002,904,168,40450,1453,617,52,14,0,5
250251602003,1784,186,50217,1594,1035,82,22,0,0
250251704002,864,692,27356,-666666666,554,73,54,18,0
250251704003,1359,760,46420,936,924,129,19,26,0
250251704004,2018,1521,71687,1693,1529,192,254,0,0
250250406001,1332,1238,130696,2577,989,338,302,54,49
250251011013,1257,1158,44861,1661,830,84,69,0,0
250251011011,877,524,35357,1656,530,19,69,0,0
250251303004,1193,1058,87589,1896,886,253,155,27,58
250251303001,750,716,164091,-666666666,576,152,165,18,21
250251303005,694,682,124482,2205,545,260,72,41,15
250251401021,1768,1309,122083,1250,1208,233,130,26,0
250251401022,1651,1317,71250,1340,1141,301,51,28,0
250251401023,960,951,129609,1622,539,167,108,0,12
250250512001,215,196,79318,2606,166,79,40,0,31
250250512002,1831,1038,75938,1628,1384,300,80,0,22
250250608002,1201,1151,143727,3501,941,409,135,17,0
250250608003,837,821,136198,2089,761,365,174,0,48
250250104053,642,518,15547,296,430,130,13,6,0
250250104051,2990,2677,-666666666,-666666666,224,33,30,0,0
250251101036,773,693,101779,-666666666,611,131,111,0,107
250251103012,1324,1041,101429,1441,1033,297,268,18,12
250251103011,1332,882,61728,1657,962,174,65,5,6
250251401061,1501,1153,42778,1143,992,118,56,41,14
250251605011,2833,500,70737,1569,1580,208,130,0,23
250251605014,952,459,20426,481,825,29,20,0,23
250251605015,527,266,45625,1128,403,28,0,9,0
250251605013,718,64,87115,1612,477,33,10,57,0
250250107013,707,629,103750,1875,561,307,95,42,32
250250107011,1052,919,95556,2133,618,227,180,145,34
250250005031,756,715,79375,1912,589,185,168,24,47
250251707021,585,218,32325,1690,472,12,28,0,0
250251707025,1382,849,60271,1276,938,130,0,0,0
250250505001,2278,1035,58910,1748,1458,312,253,42,56
250250707002,1557,1504,160417,2432,1330,422,370,99,113
250250812001,2279,1165,17996,347,1366,105,2,15,3
250250812002,1433,931,66579,1042,1159,411,124,75,68
250250817002,1007,825,35850,690,841,62,82,0,0
250250817004,820,578,35828,1471,545,76,42,0,53
250250817003,740,284,27685,947,335,18,23,0,0
250250919003,1702,1094,54663,1455,1047,49,51,0,0
250250919002,1117,1016,59318,1626,840,77,12,0,0
250250919001,1019,481,26713,1595,671,45,33,0,0
250251001007,1041,751,-666666666,-666666666,586,155,0,0,0
250251104035,1066,922,103750,1568,762,218,177,20,0
250251102011,2534,1655,45250,1115,1675,275,131,16,0
250259810001,0,0,-666666666,-666666666,0,0,0,0,0
250259811002,0,0,-666666666,-666666666,0,0,0,0,0
250259811001,0,0,-666666666,-666666666,0,0,0,0,0
250251401052,1386,692,106811,2041,869,155,35,0,10
250259807001,0,0,-666666666,-666666666,0,0,0,0,0
250251201053,557,510,144000,2692,443,114,140,92,25
250251201051,1101,1052,198661,-666666666,560,167,181,72,39
250251203011,1539,780,129018,2085,1146,483,308,35,27
250251203012,811,491,62839,868,572,211,20,0,9
250251010011,777,776,-666666666,-666666666,733,92,83,0,0
250251006014,2431,1957,93208,1369,1983,439,264,19,43
250251006011,1057,941,94896,2046,840,223,154,1,1
250251006032,463,437,134000,1240,412,204,52,6,8
250251006031,1449,1439,88920,1619,1210,427,99,29,5
250250101043,1169,1015,26463,1670,718,299,106,46,39
250250404012,837,837,160909,2135,678,285,224,37,34
250250203031,1082,1043,131053,3035,955,435,275,172,73
250250203033,1254,1230,46818,1087,1127,413,250,107,52
250250203021,1089,1028,145625,2338,922,459,234,125,63
250250203011,384,383,16691,458,269,60,18,46,8
250250201014,1502,1487,113713,2440,1198,655,283,98,128
250250201013,1431,1382,158114,2732,1231,474,265,234,132
250250201011,847,759,214545,2547,689,175,241,131,79
250250810011,549,460,-666666666,1777,348,56,30,27,80
250250106001,2107,1972,84071,2724,1915,721,418,325,119
250250106002,1061,1029,132250,2226,995,280,310,109,91
250250913001,1365,1128,47702,1163,822,164,23,0,0
250250917003,741,624,35938,1389,422,67,0,0,0
250250917001,1450,1217,51276,1538,994,194,112,0,0
250250917002,1076,835,44444,1504,653,37,17,0,0
250251008001,611,611,152188,-666666666,479,236,111,8,27
250251008002,1198,1115,83000,622,981,189,130,19,0
250251008003,1067,1052,104000,1864,832,156,116,34,13
250251008004,1496,1209,67311,2026,1192,453,240,0,20
250251008006,719,719,110625,1458,614,190,75,15,30
250251008005,1139,1027,70862,-666666666,971,187,229,21,0
250250004012,1266,1127,87135,1821,822,353,151,0,68
250250004014,2114,1928,11799,266,1961,709,218,97,138
250250004011,1379,1289,96071,1871,1131,608,207,101,50
250250004013,937,815,127872,2187,694,285,128,37,15
250250103002,3992,3692,75156,1882,355,177,61,47,49
250250006012,1113,1004,73750,1805,942,444,226,34,25
250250006014,1085,960,62596,1842,817,405,120,13,14
250250006011,921,861,128500,2054,624,219,65,12,5
250251101037,1573,1445,58807,-666666666,1166,186,0,0,0
250251101033,463,210,-666666666,1574,282,71,0,0,29
250251101031,989,952,99886,1886,846,486,43,24,10
250250603012,977,977,151979,3258,771,381,147,47,0
250250603013,1308,1285,144318,2132,1131,510,224,52,30
250250909011,1737,845,28594,1799,830,224,146,7,0
250250601013,946,916,115417,1729,729,221,248,18,11
250250601011,1296,1283,164858,2681,990,551,154,62,32
250250601014,750,750,136875,1844,662,299,142,51,20
250251707022,1221,514,57986,1761,962,134,94,0,22
250250401002,1435,1421,155804,2292,1171,539,219,54,42
250250403003,530,530,127339,2291,428,169,152,36,16
250250403004,641,615,139792,1661,545,232,184,32,13
250250504001,455,274,65441,1521,341,114,8,36,4
250250510003,1189,879,69821,1505,897,86,66,0,0
250250510001,2582,1444,63009,1452,1917,328,150,21,0
250250604005,898,884,124000,2433,804,315,75,15,22
250250604003,1407,1377,96667,1618,1305,737,172,20,16
250250604004,800,734,162679,2004,678,358,212,20,0
250250305002,1035,979,113688,1972,823,429,145,70,23
250250305001,668,632,173393,2321,539,194,161,52,15
250250402001,832,414,23269,-666666666,430,0,8,9,0
250251001006,1235,656,15308,525,632,9,9,0,0
250251007005,710,710,101500,1654,617,155,94,21,34
250251007003,894,890,124712,1617,591,274,80,0,0
250251007004,679,679,96974,1469,542,162,39,0,0
250251011023,1077,912,51523,1747,682,21,18,0,0
250251011024,1589,1250,27277,1446,836,53,44,0,0
250251302004,490,456,156818,1885,389,122,105,23,65
250251302001,728,683,94028,1853,565,212,87,0,31
250251302005,934,900,108000,2235,769,318,98,22,8
250250502001,2006,749,66530,1483,1193,329,102,42,15
250250502003,947,369,54375,1660,589,139,35,11,0
250250502002,1540,545,47569,1569,1143,190,85,43,0
250250503001,747,455,117708,2164,534,146,110,0,44
250250506001,1456,425,58632,1370,1032,165,40,0,8
250250506002,1025,499,102841,1889,782,220,102,29,0
250250703002,847,847,111225,1778,664,126,204,221,17
250250703003,898,790,103906,1472,808,181,246,109,105
250250705001,1876,1820,185288,2547,1548,614,564,133,165
250250708002,1009,925,100592,2441,797,300,42,168,112
250250607002,1433,687,12692,329,826,36,0,0,0
250250815002,1735,1106,32250,783,1137,162,29,9,0
250250815001,1072,1015,47835,1160,625,158,77,20,0
250250906002,1587,1306,49286,1479,969,151,24,0,10
250250906001,1153,938,50195,1371,766,42,30,12,0
250250915002,2043,1661,59886,1380,1344,141,24,49,0
250250915003,969,760,31250,1272,574,76,26,0,0
250259816001,0,0,-666666666,-666666666,0,0,0,0,0
250250511011,2762,1081,83026,2015,1974,387,56,0,15
250250511014,1273,485,72012,1772,1122,192,76,0,0
250250511013,1541,914,98750,1508,1169,169,36,28,17
250250511012,2111,1049,48274,551,1288,262,105,14,0
250251706014,1595,526,51250,-666666666,1123,110,15,36,28
250259813002,413,320,128000,2294,363,122,112,28,6
250259812011,0,0,-666666666,-666666666,0,0,0,0,0
250259817001,0,0,-666666666,-666666666,0,0,0,0,0
250259818001,32,32,-666666666,-666666666,26,5,8,10,0
250251009001,889,745,73977,1399,666,136,33,30,0
250251009005,1067,971,113625,1601,712,165,72,31,8
250251104012,1830,1739,74286,1676,1409,380,130,55,74
250251104011,1977,807,59054,1557,1281,158,279,10,18
250250918001,1344,763,-666666666,1220,913,47,46,0,14
250250918002,1276,1178,-666666666,1581,633,24,0,0,0
250250918003,959,807,26302,1326,640,8,0,0,0
250250920001,1463,913,49776,1409,1046,131,73,0,0
250250920003,831,704,76332,2000,536,67,12,12,0
250250920004,1250,917,48750,1405,616,110,0,9,0
250250920002,2046,1877,65804,1190,1579,215,18,29,39
250251001004,923,495,54949,1810,662,72,36,0,0
250251001005,689,454,-666666666,2018,353,88,24,0,0
250251001002,1144,1090,42104,1791,766,98,26,0,0
250251001003,1356,1210,32974,1663,817,110,0,0,0
250250915001,2180,1337,53385,1239,1433,221,110,40,8
250251702002,1678,1327,64828,730,1139,176,6,0,21
250251702003,1186,755,50402,2139,646,78,42,0,4
250251702001,812,637,27500,608,580,76,18,0,0
250251702004,1168,1018,53750,1432,920,157,22,11,0
250251708001,2930,1311,74125,1391,2042,210,51,0,0
250251708004,876,674,73214,1369,584,109,32,14,0
250251708002,1385,613,-666666666,1757,918,90,131,19,18
250251206002,668,575,101047,2183,562,245,156,36,60
250251301005,952,952,123194,-666666666,729,212,78,0,60
250251301003,934,916,164931,-666666666,698,275,265,39,44
250251301002,1886,1675,103086,1767,1489,474,348,94,168
250251301004,976,915,138415,-666666666,747,114,223,0,25
250251301006,278,278,117824,-666666666,225,37,88,35,0
250251402024,1679,1051,72344,1395,1295,265,97,10,0
250251402022,1720,995,53092,611,1196,209,16,36,0
250251402025,873,835,114818,-666666666,697,129,110,0,29
250251005002,952,687,105781,2181,776,127,204,51,0
250251009002,645,635,71336,1381,482,116,6,13,0
250250804011,1440,917,27273,736,973,135,94,25,12
250250711012,1249,1111,111528,2354,1093,400,244,74,83
250250711013,1042,787,22336,1074,795,192,178,50,11
250251401072,934,743,79013,1163,670,134,118,6,17
250251304043,348,320,86324,-666666666,278,59,75,0,0
250251304041,2304,1882,57418,1685,1810,183,138,19,56
250251304063,510,376,68125,-666666666,486,96,35,0,0
250251203014,1509,1154,97917,2227,1248,393,254,105,61
250250712012,1630,682,14342,365,847,54,76,10,31
250250712011,2071,1922,129306,2713,1903,504,325,181,102
250250910014,666,612,85724,1846,592,185,201,56,6
250250910012,666,657,-666666666,1319,585,144,75,48,0
250250910013,524,482,126071,1625,434,154,125,0,0
250250910011,965,944,-666666666,1517,756,309,89,26,50
250251801013,2347,1846,42485,-666666666,1812,305,93,40,0
250251801011,1175,1175,54207,1084,883,314,49,0,0
250251002002,664,391,39063,1671,314,33,14,12,0
250251002001,1254,1060,60227,1775,861,36,32,6,0
250251002003,1410,1336,42219,1713,823,154,13,0,0
250251010021,1197,682,19460,1046,682,80,27,0,0
250251010022,2667,2503,45114,1640,1701,304,79,0,0
250251105021,1988,1462,120833,1822,1462,279,350,60,38
250251105022,2030,1179,77159,1632,1433,259,287,52,65
250251106011,1863,1678,97188,1146,1538,390,340,168,26
250251106012,1134,1003,138370,1750,877,276,270,64,44
250251304025,961,828,127167,-666666666,645,191,125,48,33
250251304024,962,798,116583,-666666666,721,259,83,0,0
250251404007,1209,435,57667,1427,878,77,79,0,19
250251404003,1237,963,96756,1709,972,154,0,19,0
250251404005,1714,1620,83424,1386,1257,119,53,16,11
250251705011,2749,1567,71154,1886,1957,515,132,52,64
250251705012,1368,994,44167,1423,1117,221,105,31,32
250251606012,2294,1051,74049,1689,1671,136,74,10,9
250259815021,0,0,-666666666,-666666666,0,0,0,0,0
250250005021,999,837,74000,1891,676,295,210,22,40
250250101041,1256,1124,109241,2146,960,342,304,122,74
250250007031,877,790,40921,1732,474,158,149,0,122
250250007032,1143,965,45375,1822,627,261,167,35,22
250250005041,1353,1319,73333,1827,1143,449,235,12,98
250250810014,1258,1097,41598,1836,521,102,68,53,18
250250810013,764,764,72609,2052,375,86,49,33,13
250250104032,848,669,26346,1997,538,193,67,47,18
250250002014,948,797,86000,2038,604,192,148,23,32
250250002013,1197,1141,92143,2507,888,356,181,13,29
250250001001,2359,2004,48098,1087,1618,510,81,30,36
250250001002,1250,1159,92367,2247,974,233,227,0,80
250250002023,917,695,101573,1826,564,135,117,0,8
250250002021,1782,1549,107202,2158,1183,437,154,12,15
250250708003,883,812,74255,2352,731,273,255,34,17
250250708001,1705,1485,-666666666,2404,1597,572,195,180,81
250250606001,4162,4043,155379,3110,3826,1762,938,240,229
250250709001,2219,1815,-666666666,1614,1609,358,415,148,144
250250709002,913,717,33424,528,669,163,109,40,15
250250924003,2423,1812,46949,740,1470,107,0,0,0
250251705022,1538,1420,35515,1145,1296,285,56,61,2
250251705021,892,882,109028,1148,777,194,145,53,5
250251606023,987,519,77300,1621,661,103,17,0,0
250251606022,793,424,78182,1684,618,59,51,15,16
250251606021,1733,833,67035,1387,1190,157,26,0,23
250251606025,1214,670,68419,1391,702,23,63,23,0
250251606024,1013,416,22415,448,580,12,42,0,0
250250808011,2838,2010,11484,475,679,58,0,0,0
250250808012,1841,966,30938,715,1234,156,41,5,4
250250806011,3050,2737,27241,1363,598,141,25,0,6
250250806013,411,336,9185,320,328,39,7,8,0
250250924001,955,806,56172,1637,550,0,0,0,0
250250924004,1421,653,20095,585,650,88,14,0,0
250250924002,875,473,27969,1603,479,149,0,0,0
250251304062,2579,2011,61111,1677,1910,493,244,35,43
250251304061,2995,2493,38984,1077,1535,198,85,0,0
250251701003,1199,859,75463,1658,763,76,54,0,0
250251701001,2022,1096,68594,1356,1460,110,75,0,0
250251701006,879,586,62000,-666666666,568,62,18,0,0
250251701002,1041,663,74324,-666666666,697,62,48,0,0
250251701004,899,564,64400,-666666666,686,30,23,0,18
250251701007,1092,555,39107,1328,823,51,20,0,0
250251701005,803,605,80688,1363,620,114,47,0,21
250251703001,2130,1748,85865,2128,1592,301,230,30,0
250251703005,1826,1671,71085,1601,1394,125,30,0,12
250251706011,1332,712,62212,1262,1082,232,120,0,0
250250002024,874,157,20329,-666666666,362,25,17,0,0
250250003011,768,536,144306,2289,581,283,31,16,12
250250003013,784,747,125030,2367,558,157,157,24,0
250250003012,801,783,128516,2473,695,426,50,4,24
250250003014,721,591,104000,2254,471,219,66,28,11
250250008023,869,667,108185,2345,590,126,101,0,0
250250008021,1117,943,40949,1747,695,274,73,0,11
250250008022,1369,1170,50909,1874,978,387,183,15,142
250250008024,1636,1367,124271,2395,1204,504,101,17,23
250250008025,1710,1466,27088,1850,812,440,172,60,14
250250007011,618,531,61023,1729,484,181,140,0,42
250250501013,2146,899,71447,1446,1581,317,97,62,14
250250501012,1468,631,22238,431,1049,182,72,9,22
250250509012,1726,693,65486,1574,1331,166,89,25,0
250250509013,1183,307,41583,1579,712,48,25,0,14
250251603002,702,238,61094,1541,494,73,30,19,8
250251601013,2188,816,76466,1628,1371,128,91,0,15
250251601011,1823,93,-666666666,1323,972,95,0,0,0
250250104031,1216,976,23008,632,792,101,76,36,34
250250104033,689,658,115625,3105,682,180,127,188,122
250251304022,790,790,40086,-666666666,685,162,94,162,17
250251304021,1152,1069,-666666666,418,944,138,187,71,35
250250005044,837,734,31667,422,600,183,79,0,35
250250005043,1532,1475,100021,1790,1233,490,248,124,93
250250007041,1547,1467,63007,1801,1054,316,241,107,149
250250007042,781,768,60375,1981,588,208,136,27,148
250250007043,1156,1112,79338,2111,772,240,322,108,31
250250101033,1527,1349,-666666666,1607,79,33,18,5,3
250250101032,1233,1003,-666666666,1776,73,43,3,0,0
250250008032,3213,2764,-666666666,-666666666,79,6,24,0,0
250259803001,380,290,-666666666,-666666666,342,7,0,0,0
250251202013,608,511,84167,2246,423,133,142,37,0
250251201042,777,606,82708,1375,585,49,116,71,46
250251706012,1311,1021,113370,1355,972,153,40,17,11
250251605022,1784,438,47619,946,1172,80,0,0,0
250251605021,1999,698,60933,1487,1407,216,98,0,0
250251201041,633,622,105375,1871,584,240,200,96,48
250251106074,1018,991,104412,1819,863,253,190,30,37
250251106071,1051,838,135361,2115,783,181,232,41,53
250251605023,1322,536,27500,1149,775,63,9,0,23
250251803011,576,576,111542,-666666666,434,185,36,6,0
250251803014,691,656,102708,2135,512,147,130,11,0
250251803012,821,721,95119,1058,550,185,84,30,0
250251803013,776,776,75764,2145,597,213,72,0,19
250251703006,1704,1069,45901,1349,1004,113,46,0,0
250251703007,567,567,91563,-666666666,359,63,41,0,0
250251703002,1608,1076,57218,1399,1206,278,37,33,0
250251703003,294,294,79896,1307,261,23,26,14,0
250251703004,1288,847,92188,1589,1028,214,108,0,19
250251802004,1297,1166,95417,1719,1070,302,82,38,19
250251802003,947,947,80000,1185,720,105,133,11,0
250250202002,1131,1053,99167,2061,969,635,77,123,76
250250202001,1163,1046,66458,1796,1033,452,108,77,156
250250202003,1290,1272,120250,2348,1078,499,254,217,47
250250303003,1319,1161,104479,2237,893,340,120,85,82
250250610002,1221,689,24177,505,672,58,0,0,0
250250610001,1258,1171,109830,2160,1017,511,191,12,10
250250612001,2991,2857,193068,2751,2696,1120,846,162,212
250250612003,1046,1021,103958,1921,711,321,76,28,46
250251802002,565,548,55729,976,440,87,34,10,8
250251802001,1521,1330,86977,1281,1081,286,11,0,0
250251105012,1345,1142,94327,2189,1060,367,196,63,91
250251105013,1012,888,123913,1763,854,281,134,70,0
250251805002,728,717,122730,1670,497,110,85,0,49
250251805003,880,801,61645,1148,747,143,60,31,0
250250922002,864,784,103977,2150,515,82,53,13,8
250250922004,453,359,38523,1272,314,85,26,35,0
250250901005,1069,930,53750,1453,619,41,11,0,0
250250901003,821,655,47917,986,620,55,40,0,0
250259801011,457,326,-666666666,-666666666,446,46,6,0,0
250250408011,1115,443,12289,280,699,23,29,0,0
250250408013,2391,2344,175313,2557,2080,704,608,276,187
250250408012,943,812,19206,609,676,6,0,4,5
250250102032,2265,2102,37719,2480,1427,622,226,241,172
250250102031,815,563,13500,1878,288,47,49,24,0
250251104034,1059,881,127750,2250,740,162,134,42,50
250251104032,1107,1050,114405,1594,822,249,150,22,22
250251104031,1075,362,47500,1520,766,242,90,21,9
250250104052,2376,2078,26181,1748,410,146,53,9,9
250250104042,1668,1532,38125,1673,219,36,63,13,26
250250104043,1539,1364,32708,1448,234,90,31,9,17
250250005023,1326,1246,59297,1733,1056,519,230,92,48
250250005022,679,616,66125,1455,479,116,203,20,44
250250108012,1135,1066,118438,2030,994,348,302,132,81
250250107021,798,739,172727,2697,734,357,215,62,44
250250107022,799,764,132143,2304,525,194,142,67,44
250250102041,1412,1268,34522,1801,241,31,16,146,14
250250102043,832,782,35500,1860,398,176,59,42,38
250250108021,1166,1062,105417,2026,947,494,156,46,72
250250108023,703,643,125781,2191,604,255,151,66,52
250250101042,2579,2433,78750,2250,608,215,221,37,78
250250921012,1347,1115,-666666666,1342,1142,121,28,13,28
250250921014,1427,1155,41359,1575,1091,82,24,34,0
250250921011,985,921,63083,814,702,139,167,13,0
250250611011,712,502,27083,514,514,206,11,0,10
250250703004,1545,1410,189815,2764,1343,649,291,178,40
250250701011,1279,1207,154167,3071,1072,291,404,153,93
250250701015,235,179,136071,-666666666,193,50,14,0,47
250250701016,638,505,-666666666,3171,513,116,179,50,69
250250701018,438,416,196250,3189,356,118,101,48,12
250250901002,814,389,33295,1211,409,27,9,11,0
250250902001,513,278,28618,919,282,28,7,6,0
250250902003,1092,803,32500,990,648,105,8,5,0
250250907004,656,546,-666666666,1546,484,164,106,9,0
250250907001,1028,967,81625,2109,927,354,117,38,0
250250907002,1181,1101,73889,1561,1022,409,90,42,11
250250912002,1329,936,60719,1381,1083,276,135,86,0
250250912001,1494,1295,78229,882,1116,249,94,0,0
250251003002,709,629,52434,1362,446,30,19,0,0
250250913002,1311,930,31681,1173,786,93,13,0,0
250250803001,2205,1647,42617,970,1545,336,126,0,12
250250805002,2522,1287,23882,555,1373,184,52,0,0
250250811002,1832,1524,34900,1586,1325,338,144,32,162
250250811001,1171,1062,41591,1691,646,260,86,6,36
250251601014,2117,413,66991,1537,1269,144,28,36,0
250250605015,675,675,152868,983,578,205,146,46,42
250250605012,1362,1341,142188,1792,972,524,90,29,66
250250605011,813,762,133167,1580,660,350,191,26,0
250259812021,241,232,-666666666,-666666666,71,37,8,0,0
250250916003,432,423,18542,764,344,14,28,0,0
250250916001,1643,1182,62679,1504,1032,156,79,66,15
250250801001,1986,1451,33594,1234,1389,157,49,17,4
250251204003,1166,1031,126090,1272,854,177,386,142,61
250251204005,1409,1337,34476,922,1267,499,182,111,136
250251204002,635,529,92469,1702,550,125,127,61,86
250251207001,861,650,98712,2053,672,151,176,15,36
250251402012,1460,1134,92391,1581,1044,211,121,22,0
250250004023,1281,1061,144821,2099,999,449,256,86,48
250250916002,1014,968,-666666666,1370,643,105,0,0,0
250251005003,1692,1369,-666666666,1532,1103,129,51,0,17
250251005001,938,808,-666666666,-666666666,800,252,136,44,0
250251708003,1290,1103,44250,1758,808,49,22,0,33
250251206003,812,668,119167,2246,668,317,160,55,11
250251301001,943,847,110924,-666666666,811,148,252,53,17
250251301007,838,838,147566,-666666666,619,172,142,20,0
250251402023,1463,1178,64942,1390,924,196,80,26,0
250251402021,1139,915,86375,1210,781,163,72,0,9
250250002022,888,853,94185,2090,733,339,150,22,36
250250403001,681,508,-666666666,949,409,15,152,0,0
250250003021,1568,1426,106659,2157,1241,472,143,68,51
250251707011,644,503,35050,1155,531,77,4,22,0
250251101034,700,289,52546,1338,488,58,95,0,15
250250921013,886,819,103359,2441,539,178,43,15,0
250250203032,2153,1760,154357,3380,1828,477,460,162,63
250250704021,2701,2501,36333,1294,2249,488,273,148,71
250250203012,1746,1365,96875,2730,1504,348,361,432,157
250250201012,1195,1041,83125,1940,1083,466,234,155,115
250259811004,438,294,44423,1622,280,23,9,4,10
250251401051,2713,1780,86432,1609,2055,429,237,34,11
250251201052,1038,1015,160114,-666666666,830,247,166,107,76
250251203013,1467,1067,89125,1611,1108,217,186,105,43
250251005004,1081,1017,63673,1366,691,63,83,55,0
250251009003,1414,1155,87348,1977,1043,249,189,51,32
250250104041,1928,1787,22824,2091,637,174,154,41,47
250250108011,741,715,-666666666,2295,390,108,111,77,20
250250005024,2536,2258,-666666666,-666666666,33,33,0,0,0
250250108013,1126,1029,160250,2245,910,333,339,160,13
250250107023,982,924,162639,2468,866,347,245,92,65
250250102042,1566,1446,76518,1968,640,338,73,84,95
250250103001,1359,1270,16250,-666666666,176,31,50,24,4
250250006013,679,606,91250,1926,556,266,96,6,11
250250302001,1678,1582,95703,1934,1396,785,220,44,54
250250305003,789,723,106806,2216,639,256,155,31,37
250251007001,1001,989,104750,1229,790,185,123,46,13
250251007002,1126,1111,31293,586,811,164,87,4,15
250251011022,1812,1517,49375,2007,1114,145,48,34,0
250251302002,1103,1087,109018,1724,841,247,265,4,0
250259901010,67,0,-666666666,-666666666,23,0,0,0,0
250250806012,561,361,14234,555,308,24,8,0,0
250251404004,550,328,33932,1875,402,60,0,27,0
250250002012,736,704,120500,2509,572,298,122,40,0
250250108022,1369,1175,152279,2447,1098,355,407,216,39
250250921015,2676,2550,54408,1493,2064,302,179,0,19
250250611012,1593,927,11996,384,1000,98,4,0,0
250250701012,708,650,-666666666,840,582,59,71,193,0
250250701014,2088,1862,100156,2258,850,219,240,137,47
250250701017,1229,1139,62734,2579,880,137,161,70,49
250251601012,1791,571,-666666666,1398,1031,84,52,0,0
250250605013,806,706,171711,1917,724,471,146,29,0
250250605014,593,593,-666666666,2221,560,263,49,0,26
250251302003,1771,1675,113875,1433,1265,448,348,103,115
250251801012,1470,1359,60263,1679,1354,367,220,0,0
250251606011,2419,1189,53200,1522,1693,366,128,43,10
250250512003,987,816,86625,1636,888,399,79,46,22
250250005042,1237,1015,44732,-666666666,985,347,158,187,71
250250810012,2434,1596,23221,528,1561,312,95,68,53
250250402002,1143,1129,167692,1579,871,343,208,81,36
250250502004,1220,193,63142,1520,860,114,0,0,0
250250503002,2056,1154,15757,448,1459,178,48,0,0
